NhiNumber,PatientName,DateOfBirth,PatientEmail,PatientPhone,Gender,SpecialistType,Reason,Urgency,Status,ReceivedAt,AssignedToEmail,ReferringGpEmail,LegacyCaseNo
M205684,William Clarke,1961-11-03,m2.5684@example.com,+64 22 2005684,Male,Oncology,Abnormal imaging mass,Routine,Booked,2025-09-01T12:08:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005684
M205685,Charlotte Hughes,1962-12-04,m2.5685@example.com,+64 22 2005685,Female,Gastroenterology,Iron deficiency anaemia,SemiUrgent,Completed,2025-10-02T13:15:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005685
M205686,James Russell,1963-01-05,m2.5686@example.com,+64 22 2005686,Male,Ophthalmology,Diabetic retinopathy,Urgent,Received,2025-11-03T14:22:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005686
M205687,Harper Reed,1964-02-06,m2.5687@example.com,+64 22 2005687,Female,Pulmonology,Hemoptysis investigation,Routine,Triaged,2025-12-04T15:29:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005687
M205688,Lucas Bennett,1965-03-07,m2.5688@example.com,+64 22 2005688,Male,Cardiology,Heart failure optimisation,SemiUrgent,Accepted,2025-01-05T16:36:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005688
M205689,Ella Reid,1966-04-08,m2.5689@example.com,+64 22 2005689,Female,Orthopedics,Back pain with sciatica,Urgent,Declined,2025-02-06T17:43:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005689
M205690,Benjamin Singh,1967-05-09,m2.5690@example.com,+64 22 2005690,Male,Neurology,Recurrent migraines,Routine,Booked,2025-03-07T08:50:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005690
M205691,Grace Green,1968-06-10,m2.5691@example.com,+64 22 2005691,Female,Dermatology,Widespread eczema,SemiUrgent,Completed,2025-04-08T09:57:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005691
M205692,Henry Clarke,1969-07-11,m2.5692@example.com,+64 22 2005692,Male,Oncology,Suspected malignancy,Urgent,Received,2025-05-09T10:04:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005692
M205693,Ruby Hughes,1970-08-12,m2.5693@example.com,+64 22 2005693,Female,Gastroenterology,IBD flare review,Routine,Triaged,2025-06-10T11:11:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005693
M205694,Oscar Russell,1971-09-13,m2.5694@example.com,+64 22 2005694,Male,Ophthalmology,Red eye persistent,SemiUrgent,Accepted,2025-07-11T12:18:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005694
M205695,Zoe Reed,1972-10-14,m2.5695@example.com,+64 22 2005695,Female,Pulmonology,Chronic cough 3 months,Urgent,Declined,2025-08-12T13:25:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005695
M205696,Leo Bennett,1973-11-15,m2.5696@example.com,+64 22 2005696,Male,Cardiology,Palpitations with syncope,Routine,Booked,2025-09-13T14:32:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005696
M205697,Lily Reid,1974-12-16,m2.5697@example.com,+64 22 2005697,Female,Orthopedics,Hip osteoarthritis,SemiUrgent,Completed,2025-10-14T15:39:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005697
M205698,Finn Singh,1975-01-17,m2.5698@example.com,+64 22 2005698,Male,Neurology,TIA symptoms,Urgent,Received,2025-11-15T16:46:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005698
M205699,Chloe Green,1976-02-18,m2.5699@example.com,+64 22 2005699,Female,Dermatology,Acne refractory,Routine,Triaged,2025-12-16T17:53:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005699
M205700,Archie Clarke,1977-03-19,m2.5700@example.com,+64 22 2005700,Male,Oncology,Breast lump assessment,SemiUrgent,Accepted,2025-01-17T08:00:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005700
M205701,Emily Hughes,1978-04-20,m2.5701@example.com,+64 22 2005701,Female,Gastroenterology,Rectal bleeding,Urgent,Declined,2025-02-18T09:07:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005701
M205702,George Russell,1979-05-21,m2.5702@example.com,+64 22 2005702,Male,Ophthalmology,Cataract affecting driving,Routine,Booked,2025-03-19T10:14:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005702
M205703,Poppy Reed,1980-06-22,m2.5703@example.com,+64 22 2005703,Female,Pulmonology,Asthma poorly controlled,SemiUrgent,Completed,2025-04-20T11:21:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005703
M205704,Harry Bennett,1981-07-23,m2.5704@example.com,+64 22 2005704,Male,Cardiology,Abnormal ECG,Urgent,Received,2025-05-21T12:28:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005704
M205705,Ivy Reid,1982-08-24,m2.5705@example.com,+64 22 2005705,Female,Orthopedics,Persistent knee pain,Routine,Triaged,2025-06-22T13:35:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005705
M205706,Jacob Singh,1983-09-25,m2.5706@example.com,+64 22 2005706,Male,Neurology,New onset seizure,SemiUrgent,Accepted,2025-07-23T14:42:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005706
M205707,Sienna Green,1984-10-26,m2.5707@example.com,+64 22 2005707,Female,Dermatology,Psoriasis not responding,Urgent,Declined,2025-08-24T15:49:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005707
M205708,Thomas Clarke,1985-11-27,m2.5708@example.com,+64 22 2005708,Male,Oncology,Post-treatment follow-up,Routine,Booked,2025-09-25T16:56:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005708
M205709,Willow Hughes,1986-12-28,m2.5709@example.com,+64 22 2005709,Female,Gastroenterology,Dysphagia assessment,SemiUrgent,Completed,2025-10-26T17:03:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005709
M205710,Daniel Russell,1987-01-01,m2.5710@example.com,+64 22 2005710,Male,Ophthalmology,Sudden visual field loss,Urgent,Received,2025-11-27T08:10:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005710
M205711,Penelope Reed,1988-02-02,m2.5711@example.com,+64 22 2005711,Female,Pulmonology,COPD exacerbation,Routine,Triaged,2025-12-28T09:17:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005711
M205712,Samuel Bennett,1989-03-03,m2.5712@example.com,+64 22 2005712,Male,Cardiology,Atrial fibrillation review,SemiUrgent,Accepted,2025-01-01T10:24:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005712
M205713,Olivia Reid,1990-04-04,m2.5713@example.com,+64 22 2005713,Female,Orthopedics,Ankle instability,Urgent,Declined,2025-02-02T11:31:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005713
M205714,Noah Singh,1991-05-05,m2.5714@example.com,+64 22 2005714,Male,Neurology,Peripheral neuropathy,Routine,Booked,2025-03-03T12:38:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005714
M205715,Amelia Green,1992-06-06,m2.5715@example.com,+64 22 2005715,Female,Dermatology,Suspicious pigmented lesion,SemiUrgent,Completed,2025-04-04T13:45:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005715
M205716,Liam Clarke,1993-07-07,m2.5716@example.com,+64 22 2005716,Male,Oncology,Lymphadenopathy review,Urgent,Received,2025-05-05T14:52:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005716
M205717,Sophia Hughes,1994-08-08,m2.5717@example.com,+64 22 2005717,Female,Gastroenterology,Abdominal pain weight loss,Routine,Triaged,2025-06-06T15:59:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005717
M205718,Mason Russell,1940-09-09,m2.5718@example.com,+64 22 2005718,Male,Ophthalmology,Glaucoma review,SemiUrgent,Accepted,2025-07-07T16:06:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005718
M205719,Isla Reed,1941-10-10,m2.5719@example.com,+64 22 2005719,Female,Pulmonology,Suspected ILD,Urgent,Declined,2025-08-08T17:13:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005719
M205720,Ethan Bennett,1942-11-11,m2.5720@example.com,+64 22 2005720,Male,Cardiology,Exertional chest pain,Routine,Booked,2025-09-09T08:20:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005720
M205721,Mia Reid,1943-12-12,m2.5721@example.com,+64 22 2005721,Female,Orthopedics,Shoulder dislocation,SemiUrgent,Completed,2025-10-10T09:27:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005721
M205722,Jack Singh,1944-01-13,m2.5722@example.com,+64 22 2005722,Male,Neurology,Parkinsonism features,Urgent,Received,2025-11-11T10:34:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005722
M205723,Ava Green,1945-02-14,m2.5723@example.com,+64 22 2005723,Female,Dermatology,Chronic urticaria,Routine,Triaged,2025-12-12T11:41:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005723
M205724,William Clarke,1946-03-15,m2.5724@example.com,+64 22 2005724,Male,Oncology,Abnormal imaging mass,SemiUrgent,Accepted,2025-01-13T12:48:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005724
M205725,Charlotte Hughes,1947-04-16,m2.5725@example.com,+64 22 2005725,Female,Gastroenterology,Iron deficiency anaemia,Urgent,Declined,2025-02-14T13:55:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005725
M205726,James Russell,1948-05-17,m2.5726@example.com,+64 22 2005726,Male,Ophthalmology,Diabetic retinopathy,Routine,Booked,2025-03-15T14:02:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005726
M205727,Harper Reed,1949-06-18,m2.5727@example.com,+64 22 2005727,Female,Pulmonology,Hemoptysis investigation,SemiUrgent,Completed,2025-04-16T15:09:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005727
M205728,Lucas Bennett,1950-07-19,m2.5728@example.com,+64 22 2005728,Male,Cardiology,Heart failure optimisation,Urgent,Received,2025-05-17T16:16:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005728
M205729,Ella Reid,1951-08-20,m2.5729@example.com,+64 22 2005729,Female,Orthopedics,Back pain with sciatica,Routine,Triaged,2025-06-18T17:23:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005729
M205730,Benjamin Singh,1952-09-21,m2.5730@example.com,+64 22 2005730,Male,Neurology,Recurrent migraines,SemiUrgent,Accepted,2025-07-19T08:30:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005730
M205731,Grace Green,1953-10-22,m2.5731@example.com,+64 22 2005731,Female,Dermatology,Widespread eczema,Urgent,Declined,2025-08-20T09:37:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005731
M205732,Henry Clarke,1954-11-23,m2.5732@example.com,+64 22 2005732,Male,Oncology,Suspected malignancy,Routine,Booked,2025-09-21T10:44:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005732
M205733,Ruby Hughes,1955-12-24,m2.5733@example.com,+64 22 2005733,Female,Gastroenterology,IBD flare review,SemiUrgent,Completed,2025-10-22T11:51:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005733
M205734,Oscar Russell,1956-01-25,m2.5734@example.com,+64 22 2005734,Male,Ophthalmology,Red eye persistent,Urgent,Received,2025-11-23T12:58:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005734
M205735,Zoe Reed,1957-02-26,m2.5735@example.com,+64 22 2005735,Female,Pulmonology,Chronic cough 3 months,Routine,Triaged,2025-12-24T13:05:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005735
M205736,Leo Bennett,1958-03-27,m2.5736@example.com,+64 22 2005736,Male,Cardiology,Palpitations with syncope,SemiUrgent,Accepted,2025-01-25T14:12:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005736
M205737,Lily Reid,1959-04-28,m2.5737@example.com,+64 22 2005737,Female,Orthopedics,Hip osteoarthritis,Urgent,Declined,2025-02-26T15:19:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005737
M205738,Finn Singh,1960-05-01,m2.5738@example.com,+64 22 2005738,Male,Neurology,TIA symptoms,Routine,Booked,2025-03-27T16:26:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005738
M205739,Chloe Green,1961-06-02,m2.5739@example.com,+64 22 2005739,Female,Dermatology,Acne refractory,SemiUrgent,Completed,2025-04-28T17:33:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005739
M205740,Archie Clarke,1962-07-03,m2.5740@example.com,+64 22 2005740,Male,Oncology,Breast lump assessment,Urgent,Received,2025-05-01T08:40:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005740
M205741,Emily Hughes,1963-08-04,m2.5741@example.com,+64 22 2005741,Female,Gastroenterology,Rectal bleeding,Routine,Triaged,2025-06-02T09:47:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005741
M205742,George Russell,1964-09-05,m2.5742@example.com,+64 22 2005742,Male,Ophthalmology,Cataract affecting driving,SemiUrgent,Accepted,2025-07-03T10:54:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005742
M205743,Poppy Reed,1965-10-06,m2.5743@example.com,+64 22 2005743,Female,Pulmonology,Asthma poorly controlled,Urgent,Declined,2025-08-04T11:01:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005743
M205744,Harry Bennett,1966-11-07,m2.5744@example.com,+64 22 2005744,Male,Cardiology,Abnormal ECG,Routine,Booked,2025-09-05T12:08:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005744
M205745,Ivy Reid,1967-12-08,m2.5745@example.com,+64 22 2005745,Female,Orthopedics,Persistent knee pain,SemiUrgent,Completed,2025-10-06T13:15:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005745
M205746,Jacob Singh,1968-01-09,m2.5746@example.com,+64 22 2005746,Male,Neurology,New onset seizure,Urgent,Received,2025-11-07T14:22:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005746
M205747,Sienna Green,1969-02-10,m2.5747@example.com,+64 22 2005747,Female,Dermatology,Psoriasis not responding,Routine,Triaged,2025-12-08T15:29:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005747
M205748,Thomas Clarke,1970-03-11,m2.5748@example.com,+64 22 2005748,Male,Oncology,Post-treatment follow-up,SemiUrgent,Accepted,2025-01-09T16:36:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005748
M205749,Willow Hughes,1971-04-12,m2.5749@example.com,+64 22 2005749,Female,Gastroenterology,Dysphagia assessment,Urgent,Declined,2025-02-10T17:43:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005749
M205750,Daniel Russell,1972-05-13,m2.5750@example.com,+64 22 2005750,Male,Ophthalmology,Sudden visual field loss,Routine,Booked,2025-03-11T08:50:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005750
M205751,Penelope Reed,1973-06-14,m2.5751@example.com,+64 22 2005751,Female,Pulmonology,COPD exacerbation,SemiUrgent,Completed,2025-04-12T09:57:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005751
M205752,Samuel Bennett,1974-07-15,m2.5752@example.com,+64 22 2005752,Male,Cardiology,Atrial fibrillation review,Urgent,Received,2025-05-13T10:04:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005752
M205753,Olivia Reid,1975-08-16,m2.5753@example.com,+64 22 2005753,Female,Orthopedics,Ankle instability,Routine,Triaged,2025-06-14T11:11:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005753
M205754,Noah Singh,1976-09-17,m2.5754@example.com,+64 22 2005754,Male,Neurology,Peripheral neuropathy,SemiUrgent,Accepted,2025-07-15T12:18:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005754
M205755,Amelia Green,1977-10-18,m2.5755@example.com,+64 22 2005755,Female,Dermatology,Suspicious pigmented lesion,Urgent,Declined,2025-08-16T13:25:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005755
M205756,Liam Clarke,1978-11-19,m2.5756@example.com,+64 22 2005756,Male,Oncology,Lymphadenopathy review,Routine,Booked,2025-09-17T14:32:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005756
M205757,Sophia Hughes,1979-12-20,m2.5757@example.com,+64 22 2005757,Female,Gastroenterology,Abdominal pain weight loss,SemiUrgent,Completed,2025-10-18T15:39:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005757
M205758,Mason Russell,1980-01-21,m2.5758@example.com,+64 22 2005758,Male,Ophthalmology,Glaucoma review,Urgent,Received,2025-11-19T16:46:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005758
M205759,Isla Reed,1981-02-22,m2.5759@example.com,+64 22 2005759,Female,Pulmonology,Suspected ILD,Routine,Triaged,2025-12-20T17:53:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005759
M205760,Ethan Bennett,1982-03-23,m2.5760@example.com,+64 22 2005760,Male,Cardiology,Exertional chest pain,SemiUrgent,Accepted,2025-01-21T08:00:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005760
M205761,Mia Reid,1983-04-24,m2.5761@example.com,+64 22 2005761,Female,Orthopedics,Shoulder dislocation,Urgent,Declined,2025-02-22T09:07:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005761
M205762,Jack Singh,1984-05-25,m2.5762@example.com,+64 22 2005762,Male,Neurology,Parkinsonism features,Routine,Booked,2025-03-23T10:14:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005762
M205763,Ava Green,1985-06-26,m2.5763@example.com,+64 22 2005763,Female,Dermatology,Chronic urticaria,SemiUrgent,Completed,2025-04-24T11:21:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005763
M205764,William Clarke,1986-07-27,m2.5764@example.com,+64 22 2005764,Male,Oncology,Abnormal imaging mass,Urgent,Received,2025-05-25T12:28:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005764
M205765,Charlotte Hughes,1987-08-28,m2.5765@example.com,+64 22 2005765,Female,Gastroenterology,Iron deficiency anaemia,Routine,Triaged,2025-06-26T13:35:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005765
M205766,James Russell,1988-09-01,m2.5766@example.com,+64 22 2005766,Male,Ophthalmology,Diabetic retinopathy,SemiUrgent,Accepted,2025-07-27T14:42:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005766
M205767,Harper Reed,1989-10-02,m2.5767@example.com,+64 22 2005767,Female,Pulmonology,Hemoptysis investigation,Urgent,Declined,2025-08-28T15:49:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005767
M205768,Lucas Bennett,1990-11-03,m2.5768@example.com,+64 22 2005768,Male,Cardiology,Heart failure optimisation,Routine,Booked,2025-09-01T16:56:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005768
M205769,Ella Reid,1991-12-04,m2.5769@example.com,+64 22 2005769,Female,Orthopedics,Back pain with sciatica,SemiUrgent,Completed,2025-10-02T17:03:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005769
M205770,Benjamin Singh,1992-01-05,m2.5770@example.com,+64 22 2005770,Male,Neurology,Recurrent migraines,Urgent,Received,2025-11-03T08:10:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005770
M205771,Grace Green,1993-02-06,m2.5771@example.com,+64 22 2005771,Female,Dermatology,Widespread eczema,Routine,Triaged,2025-12-04T09:17:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005771
M205772,Henry Clarke,1994-03-07,m2.5772@example.com,+64 22 2005772,Male,Oncology,Suspected malignancy,SemiUrgent,Accepted,2025-01-05T10:24:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005772
M205773,Ruby Hughes,1940-04-08,m2.5773@example.com,+64 22 2005773,Female,Gastroenterology,IBD flare review,Urgent,Declined,2025-02-06T11:31:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005773
M205774,Oscar Russell,1941-05-09,m2.5774@example.com,+64 22 2005774,Male,Ophthalmology,Red eye persistent,Routine,Booked,2025-03-07T12:38:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005774
M205775,Zoe Reed,1942-06-10,m2.5775@example.com,+64 22 2005775,Female,Pulmonology,Chronic cough 3 months,SemiUrgent,Completed,2025-04-08T13:45:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005775
M205776,Leo Bennett,1943-07-11,m2.5776@example.com,+64 22 2005776,Male,Cardiology,Palpitations with syncope,Urgent,Received,2025-05-09T14:52:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005776
M205777,Lily Reid,1944-08-12,m2.5777@example.com,+64 22 2005777,Female,Orthopedics,Hip osteoarthritis,Routine,Triaged,2025-06-10T15:59:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005777
M205778,Finn Singh,1945-09-13,m2.5778@example.com,+64 22 2005778,Male,Neurology,TIA symptoms,SemiUrgent,Accepted,2025-07-11T16:06:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005778
M205779,Chloe Green,1946-10-14,m2.5779@example.com,+64 22 2005779,Female,Dermatology,Acne refractory,Urgent,Declined,2025-08-12T17:13:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005779
M205780,Archie Clarke,1947-11-15,m2.5780@example.com,+64 22 2005780,Male,Oncology,Breast lump assessment,Routine,Booked,2025-09-13T08:20:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005780
M205781,Emily Hughes,1948-12-16,m2.5781@example.com,+64 22 2005781,Female,Gastroenterology,Rectal bleeding,SemiUrgent,Completed,2025-10-14T09:27:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005781
M205782,George Russell,1949-01-17,m2.5782@example.com,+64 22 2005782,Male,Ophthalmology,Cataract affecting driving,Urgent,Received,2025-11-15T10:34:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005782
M205783,Poppy Reed,1950-02-18,m2.5783@example.com,+64 22 2005783,Female,Pulmonology,Asthma poorly controlled,Routine,Triaged,2025-12-16T11:41:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005783
M205784,Harry Bennett,1951-03-19,m2.5784@example.com,+64 22 2005784,Male,Cardiology,Abnormal ECG,SemiUrgent,Accepted,2025-01-17T12:48:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005784
M205785,Ivy Reid,1952-04-20,m2.5785@example.com,+64 22 2005785,Female,Orthopedics,Persistent knee pain,Urgent,Declined,2025-02-18T13:55:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005785
M205786,Jacob Singh,1953-05-21,m2.5786@example.com,+64 22 2005786,Male,Neurology,New onset seizure,Routine,Booked,2025-03-19T14:02:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005786
M205787,Sienna Green,1954-06-22,m2.5787@example.com,+64 22 2005787,Female,Dermatology,Psoriasis not responding,SemiUrgent,Completed,2025-04-20T15:09:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005787
M205788,Thomas Clarke,1955-07-23,m2.5788@example.com,+64 22 2005788,Male,Oncology,Post-treatment follow-up,Urgent,Received,2025-05-21T16:16:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005788
M205789,Willow Hughes,1956-08-24,m2.5789@example.com,+64 22 2005789,Female,Gastroenterology,Dysphagia assessment,Routine,Triaged,2025-06-22T17:23:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005789
M205790,Daniel Russell,1957-09-25,m2.5790@example.com,+64 22 2005790,Male,Ophthalmology,Sudden visual field loss,SemiUrgent,Accepted,2025-07-23T08:30:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005790
M205791,Penelope Reed,1958-10-26,m2.5791@example.com,+64 22 2005791,Female,Pulmonology,COPD exacerbation,Urgent,Declined,2025-08-24T09:37:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005791
M205792,Samuel Bennett,1959-11-27,m2.5792@example.com,+64 22 2005792,Male,Cardiology,Atrial fibrillation review,Routine,Booked,2025-09-25T10:44:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005792
M205793,Olivia Reid,1960-12-28,m2.5793@example.com,+64 22 2005793,Female,Orthopedics,Ankle instability,SemiUrgent,Completed,2025-10-26T11:51:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005793
M205794,Noah Singh,1961-01-01,m2.5794@example.com,+64 22 2005794,Male,Neurology,Peripheral neuropathy,Urgent,Received,2025-11-27T12:58:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005794
M205795,Amelia Green,1962-02-02,m2.5795@example.com,+64 22 2005795,Female,Dermatology,Suspicious pigmented lesion,Routine,Triaged,2025-12-28T13:05:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005795
M205796,Liam Clarke,1963-03-03,m2.5796@example.com,+64 22 2005796,Male,Oncology,Lymphadenopathy review,SemiUrgent,Accepted,2025-01-01T14:12:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005796
M205797,Sophia Hughes,1964-04-04,m2.5797@example.com,+64 22 2005797,Female,Gastroenterology,Abdominal pain weight loss,Urgent,Declined,2025-02-02T15:19:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005797
M205798,Mason Russell,1965-05-05,m2.5798@example.com,+64 22 2005798,Male,Ophthalmology,Glaucoma review,Routine,Booked,2025-03-03T16:26:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005798
M205799,Isla Reed,1966-06-06,m2.5799@example.com,+64 22 2005799,Female,Pulmonology,Suspected ILD,SemiUrgent,Completed,2025-04-04T17:33:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005799
M205800,Ethan Bennett,1967-07-07,m2.5800@example.com,+64 22 2005800,Male,Cardiology,Exertional chest pain,Urgent,Received,2025-05-05T08:40:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005800
M205801,Mia Reid,1968-08-08,m2.5801@example.com,+64 22 2005801,Female,Orthopedics,Shoulder dislocation,Routine,Triaged,2025-06-06T09:47:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005801
M205802,Jack Singh,1969-09-09,m2.5802@example.com,+64 22 2005802,Male,Neurology,Parkinsonism features,SemiUrgent,Accepted,2025-07-07T10:54:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005802
M205803,Ava Green,1970-10-10,m2.5803@example.com,+64 22 2005803,Female,Dermatology,Chronic urticaria,Urgent,Declined,2025-08-08T11:01:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005803
M205804,William Clarke,1971-11-11,m2.5804@example.com,+64 22 2005804,Male,Oncology,Abnormal imaging mass,Routine,Booked,2025-09-09T12:08:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005804
M205805,Charlotte Hughes,1972-12-12,m2.5805@example.com,+64 22 2005805,Female,Gastroenterology,Iron deficiency anaemia,SemiUrgent,Completed,2025-10-10T13:15:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005805
M205806,James Russell,1973-01-13,m2.5806@example.com,+64 22 2005806,Male,Ophthalmology,Diabetic retinopathy,Urgent,Received,2025-11-11T14:22:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005806
M205807,Harper Reed,1974-02-14,m2.5807@example.com,+64 22 2005807,Female,Pulmonology,Hemoptysis investigation,Routine,Triaged,2025-12-12T15:29:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005807
M205808,Lucas Bennett,1975-03-15,m2.5808@example.com,+64 22 2005808,Male,Cardiology,Heart failure optimisation,SemiUrgent,Accepted,2025-01-13T16:36:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005808
M205809,Ella Reid,1976-04-16,m2.5809@example.com,+64 22 2005809,Female,Orthopedics,Back pain with sciatica,Urgent,Declined,2025-02-14T17:43:00,nurse@referwell.com,gp1@referwell.com,LEG-M2-005809
M205810,Benjamin Singh,1977-05-17,m2.5810@example.com,+64 22 2005810,Male,Neurology,Recurrent migraines,Routine,Booked,2025-03-15T08:50:00,admin@referwell.com,gp2@referwell.com,LEG-M2-005810
